tool_slug,market_code,base_query,display_name,localization_status,source_id,reviewed_at,notes
voice-recorder,ID,,,pending,,,Awaiting localized head term
voice-recorder,JP,,,pending,,,Awaiting localized head term
voice-recorder,KR,,,pending,,,Awaiting localized head term
voice-recorder,TH,,,pending,,,Awaiting localized head term
voice-recorder,TR,,,pending,,,Awaiting localized head term
voice-recorder,VN,,,pending,,,Awaiting localized head term
volume-converter,BR,,,pending,,,Awaiting localized head term
volume-converter,DE,,,pending,,,Awaiting localized head term
volume-converter,ES,,,pending,,,Awaiting localized head term
volume-converter,FR,,,pending,,,Awaiting localized head term
volume-converter,ID,,,pending,,,Awaiting localized head term
volume-converter,JP,,,pending,,,Awaiting localized head term
volume-converter,KR,,,pending,,,Awaiting localized head term
volume-converter,TH,,,pending,,,Awaiting localized head term
volume-converter,TR,,,pending,,,Awaiting localized head term
volume-converter,VN,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,BR,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,DE,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,ES,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,FR,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,ID,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,JP,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,KR,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,TH,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,TR,,,pending,,,Awaiting localized head term
wav-to-mp3-converter,VN,,,pending,,,Awaiting localized head term
webcam-recorder,BR,,,pending,,,Awaiting localized head term
webcam-recorder,DE,,,pending,,,Awaiting localized head term
webcam-recorder,ES,,,pending,,,Awaiting localized head term
webcam-recorder,FR,,,pending,,,Awaiting localized head term
webcam-recorder,ID,,,pending,,,Awaiting localized head term
webcam-recorder,JP,,,pending,,,Awaiting localized head term
webcam-recorder,KR,,,pending,,,Awaiting localized head term
webcam-recorder,TH,,,pending,,,Awaiting localized head term
webcam-recorder,TR,,,pending,,,Awaiting localized head term
webcam-recorder,VN,,,pending,,,Awaiting localized head term
webp-converter,BR,,,pending,,,Awaiting localized head term
webp-converter,DE,,,pending,,,Awaiting localized head term
webp-converter,ES,,,pending,,,Awaiting localized head term
webp-converter,FR,,,pending,,,Awaiting localized head term
webp-converter,ID,,,pending,,,Awaiting localized head term
webp-converter,JP,,,pending,,,Awaiting localized head term
webp-converter,KR,,,pending,,,Awaiting localized head term
webp-converter,TH,,,pending,,,Awaiting localized head term
webp-converter,TR,,,pending,,,Awaiting localized head term
webp-converter,VN,,,pending,,,Awaiting localized head term
weight-converter,BR,,,pending,,,Awaiting localized head term
weight-converter,DE,,,pending,,,Awaiting localized head term
weight-converter,ES,,,pending,,,Awaiting localized head term
weight-converter,FR,,,pending,,,Awaiting localized head term
weight-converter,ID,,,pending,,,Awaiting localized head term
weight-converter,JP,,,pending,,,Awaiting localized head term
weight-converter,KR,,,pending,,,Awaiting localized head term
weight-converter,TH,,,pending,,,Awaiting localized head term
weight-converter,TR,,,pending,,,Awaiting localized head term
weight-converter,VN,,,pending,,,Awaiting localized head term
whatsapp-link-generator,BR,gerador de link WhatsApp,gerador de link WhatsApp,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
whatsapp-link-generator,DE,WhatsApp Link erstellen,WhatsApp Link erstellen,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
whatsapp-link-generator,ES,generador de enlace WhatsApp,generador de enlace WhatsApp,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
whatsapp-link-generator,FR,générateur de lien WhatsApp,générateur de lien WhatsApp,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
whatsapp-link-generator,ID,buat link WhatsApp,buat link WhatsApp,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
whatsapp-link-generator,JP,WhatsApp リンク 作成,WhatsApp リンク 作成,rejected,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query rejected after public SERP intent review
whatsapp-link-generator,KR,WhatsApp 링크 생성,WhatsApp 링크 생성,rejected,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query rejected after public SERP intent review
whatsapp-link-generator,TH,สร้างลิงก์ WhatsApp,สร้างลิงก์ WhatsApp,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
whatsapp-link-generator,TR,WhatsApp link oluşturucu,WhatsApp link oluşturucu,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
whatsapp-link-generator,VN,tạo link WhatsApp,tạo link WhatsApp,rejected,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query rejected after public SERP intent review
whatsapp-qr-generator,BR,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,DE,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,ES,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,FR,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,ID,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,JP,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,KR,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,TH,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,TR,,,pending,,,Awaiting localized head term
whatsapp-qr-generator,VN,,,pending,,,Awaiting localized head term
whois-lookup-tool,BR,,,pending,,,Awaiting localized head term
whois-lookup-tool,DE,,,pending,,,Awaiting localized head term
whois-lookup-tool,ES,,,pending,,,Awaiting localized head term
whois-lookup-tool,FR,,,pending,,,Awaiting localized head term
whois-lookup-tool,ID,,,pending,,,Awaiting localized head term
whois-lookup-tool,JP,,,pending,,,Awaiting localized head term
whois-lookup-tool,KR,,,pending,,,Awaiting localized head term
whois-lookup-tool,TH,,,pending,,,Awaiting localized head term
whois-lookup-tool,TR,,,pending,,,Awaiting localized head term
whois-lookup-tool,VN,,,pending,,,Awaiting localized head term
word-counter,BR,,,pending,,,Awaiting localized head term
word-counter,DE,,,pending,,,Awaiting localized head term
word-counter,ES,,,pending,,,Awaiting localized head term
word-counter,FR,,,pending,,,Awaiting localized head term
word-counter,ID,,,pending,,,Awaiting localized head term
word-counter,JP,,,pending,,,Awaiting localized head term
word-counter,KR,,,pending,,,Awaiting localized head term
word-counter,TH,,,pending,,,Awaiting localized head term
word-counter,TR,,,pending,,,Awaiting localized head term
word-counter,VN,,,pending,,,Awaiting localized head term
word-to-pdf-converter,BR,,,pending,,,Awaiting localized head term
word-to-pdf-converter,DE,,,pending,,,Awaiting localized head term
word-to-pdf-converter,ES,,,pending,,,Awaiting localized head term
word-to-pdf-converter,FR,,,pending,,,Awaiting localized head term
word-to-pdf-converter,ID,,,pending,,,Awaiting localized head term
word-to-pdf-converter,JP,,,pending,,,Awaiting localized head term
word-to-pdf-converter,KR,,,pending,,,Awaiting localized head term
word-to-pdf-converter,TH,,,pending,,,Awaiting localized head term
word-to-pdf-converter,TR,,,pending,,,Awaiting localized head term
word-to-pdf-converter,VN,,,pending,,,Awaiting localized head term
working-days-calculator,BR,,,pending,,,Awaiting localized head term
working-days-calculator,DE,,,pending,,,Awaiting localized head term
working-days-calculator,ES,,,pending,,,Awaiting localized head term
working-days-calculator,FR,,,pending,,,Awaiting localized head term
working-days-calculator,ID,,,pending,,,Awaiting localized head term
working-days-calculator,JP,,,pending,,,Awaiting localized head term
working-days-calculator,KR,,,pending,,,Awaiting localized head term
working-days-calculator,TH,,,pending,,,Awaiting localized head term
working-days-calculator,TR,,,pending,,,Awaiting localized head term
working-days-calculator,VN,,,pending,,,Awaiting localized head term
xml-formatter,BR,,,pending,,,Awaiting localized head term
xml-formatter,DE,,,pending,,,Awaiting localized head term
xml-formatter,ES,,,pending,,,Awaiting localized head term
xml-formatter,FR,,,pending,,,Awaiting localized head term
xml-formatter,ID,,,pending,,,Awaiting localized head term
xml-formatter,JP,,,pending,,,Awaiting localized head term
xml-formatter,KR,,,pending,,,Awaiting localized head term
xml-formatter,TH,,,pending,,,Awaiting localized head term
xml-formatter,TR,,,pending,,,Awaiting localized head term
xml-formatter,VN,,,pending,,,Awaiting localized head term
yaml-formatter,BR,,,pending,,,Awaiting localized head term
yaml-formatter,DE,,,pending,,,Awaiting localized head term
yaml-formatter,ES,,,pending,,,Awaiting localized head term
yaml-formatter,FR,,,pending,,,Awaiting localized head term
yaml-formatter,ID,,,pending,,,Awaiting localized head term
yaml-formatter,JP,,,pending,,,Awaiting localized head term
yaml-formatter,KR,,,pending,,,Awaiting localized head term
yaml-formatter,TH,,,pending,,,Awaiting localized head term
yaml-formatter,TR,,,pending,,,Awaiting localized head term
yaml-formatter,VN,,,pending,,,Awaiting localized head term
youtube-description-generator,BR,,,pending,,,Awaiting localized head term
youtube-description-generator,DE,,,pending,,,Awaiting localized head term
youtube-description-generator,ES,,,pending,,,Awaiting localized head term
youtube-description-generator,FR,,,pending,,,Awaiting localized head term
youtube-description-generator,ID,,,pending,,,Awaiting localized head term
youtube-description-generator,JP,,,pending,,,Awaiting localized head term
youtube-description-generator,KR,,,pending,,,Awaiting localized head term
youtube-description-generator,TH,,,pending,,,Awaiting localized head term
youtube-description-generator,TR,,,pending,,,Awaiting localized head term
youtube-description-generator,VN,,,pending,,,Awaiting localized head term
youtube-title-generator,BR,,,pending,,,Awaiting localized head term
youtube-title-generator,DE,,,pending,,,Awaiting localized head term
youtube-title-generator,ES,,,pending,,,Awaiting localized head term
youtube-title-generator,FR,,,pending,,,Awaiting localized head term
youtube-title-generator,ID,,,pending,,,Awaiting localized head term
youtube-title-generator,JP,,,pending,,,Awaiting localized head term
youtube-title-generator,KR,,,pending,,,Awaiting localized head term
youtube-title-generator,TH,,,pending,,,Awaiting localized head term
youtube-title-generator,TR,,,pending,,,Awaiting localized head term
youtube-title-generator,VN,,,pending,,,Awaiting localized head term
